"study_id","deduplication_status","citation_screening_status","fulltext_screening_status","data_extraction_screening_status","data_source_type","data_source_name","data_source_url","citation_title","citation_abstract","citation_authors","citation_journal_name","citation_journal_volume","citation_pub_year","citation_keywords","fulltext_filename","fulltext_exclude_reasons","Collection methods","Prediction methods","Study region","Time period","Vegetation grouping","General conclusions","Interactions with fauna,"
1844604,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Vegetation responses to wildfire in native versus exotic Arizona grassland","Abstract. Grass and herb cover, and woody plant densities were measured on 25 native and 25 exotic grassland plots in southeastern Arizona between 1984 and 1990. At least 40 yr previously, the exotic plots had been seeded with two species of lovegrasses (Eragrostis spp.) native to southern Africa. A 1987 wildfire burned 11 native and 11 exotic plots. The fire reduced cover of both native and African grasses for two post‐fire growing seasons. Herb cover as a whole increased after the fire for 2 yr, although there were important differences among species. One of two dominant shrubs Haplopappus tenuisectus was killed by the fire, while the other Baccharis pteronioides was little affected. Mesquite trees Prosopis juliflora were killed to the ground by the fire, but 62 of 66 trees had re‐sprouted to an average 48% of pre‐burn height by 1990. Native and exotic grasses appeared equally tolerant of fire, probably because both evolved in fire‐type ecosystems. There was no evidence that fire can be used to permanently restore the diverse native flora to species‐poor plantations of the South African exotics. 1992 IAVS ‐ the International Association of Vegetation Science","Bock, C.E.; Bock, J.H.","","3",1992,"Colonizing species; Fire ecology; Great Plains","","","","","","","","",""
1844605,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Biota of a late glacial rocky mountain pond","The sediments of a late glacial sag pond in Huerfano Park, south-central Colorado, have yielded a varied biota consisting of vertebrates, terrestrial and fresh-water mollusks, sponges, and pollen. Wood from the sediments has a radiocarbon age of 9600 ± 200 years. The vertebrate fauna contains the tooth of a prairie dog and the remains of frog, salamander, snake, and fish - all characteristic of present-day montane lakes and ponds and their margins in Colorado. The mollusks are all living species, and the fauna is dominated by gastropods. With the exception of one form (Vitrina alaskana Dall), whose known range does not extend as far south as Huerfano Park, the fauna is not significantly different from the mollusks living in the area today. The sediments also contain an abundant and unusually diversified sponge fauna in which as many as six species may be represented. A pollen spectrum from the sediments is composed of arboreal pollen characteristic of the present-day Transition Zone flora which, in Colorado, grows on the upper edge of the Great Plains and all of the foothills belt. Vertical variation in the sediment types and the enclosed biota makes it possible to recreate the changing depositional environment and local climate throughout the life of the pond. The basal sediments, interbedded marl and clastic materials, are interpreted as indicating deposition during alternating wet and dry periods. A bed of nearly pure calcium carbonate marl, which reaches a thickness of 2 feet, forms the middle stratigraphic unit. It is highly fossiliferous and is thought to have been deposited during a warm dry period with relatively mild winters. The uppermost stratigraphic unit is a gray carbonaceous clay which filled the basin as vegetation encroached upon the lake and the lake itself was reduced to a marsh. Because of the radiocarbon age and the reconstruction of the climate based upon faunal and sedimentological changes, the lower two stratigraphic units are thought to correlate with the Lubbock Subpluvial, and the uppermost unit, the gray carbonaceous clay, with the early part of the Yellow House Interval as described in the Llano Estacado, New Mexico. © 1965, The Geological Society of America, Inc.","Kauffman, E.G.; McCulloch, D.S.","","76",1965,"","","","","","","","","",""
1844606,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Palynology, radiocarbon dating, and woodrat middens: New applications at Hueco Tanks, Trans-Pecos Texas, USA","Pollen analysis of two woodrat middens from Hueco Tanks, El Paso County, Texas, dated 10,140 ± 70 and 7170 ± 70 14C years BP, shows late persistence of the regional glacial-age Artemisia steppe vegetation in what is historically desert shrub grassland of the northern Chihuahuan Desert. Local populations of Pinus were gone by the end of the Pleistocene, and creosotebush (Larrea) and mesquite (Prosopis) appeared in the local vegetation by mid-Holocene time. Juniperus can be strongly over-represented in midden pollen assemblages due to harvesting of cone-bearing twigs by woodrats. AMS radiocarbon dates on very small samples of midden matrix used for pollen analysis are 3400 and 2200 14C years younger than dates on plant macrofossils from the same middens. Juniperus over-representation in pollen percentages and age differences between pollen and macrofossil content must be taken into account when interpreting the palynology of woodrat middens. © 2009 Elsevier Ltd. All rights reserved.","Hall, S.A.; Riskind, D.H.","","74",2010,"Artemisia; Chihuahuan Desert; Pollen analysis; Quaternary; Radiocarbon dating; Woodrat middens","","","","","","","","",""
1844607,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Spatial heterogeneity and scale-dependent habitat selection for two sympatric raptors in mixed-grass prairie","Sympatric predators are predicted to partition resources, especially under conditions of food limitation. Spatial heterogeneity that influences prey availability might play an important role in the scales at which potential competitors select habitat. We assessed potential mechanisms for coexistence by examining the role of heterogeneity in resource partitioning between sympatric raptors overwintering in the southern Great Plains. We conducted surveys for wintering Red-tailed hawk (Buteo jamaicensis) and Northern Harrier (Circus cyanea) at two state wildlife management areas in Oklahoma, USA. We used information from repeated distance sampling to project use locations in a GIS. We applied resource selection functions to model habitat selection at three scales and analyzed for niche partitioning using the outlying mean index. Habitat selection of the two predators was mediated by spatial heterogeneity. The two predators demonstrated significant fine-scale discrimination in habitat selection in homogeneous landscapes, but were more sympatric in heterogeneous landscapes. Red-tailed hawk used a variety of cover types in heterogeneous landscapes but specialized on riparian forest in homogeneous landscapes. Northern Harrier specialized on upland grasslands in homogeneous landscapes but selected more cover types in heterogeneous landscapes. Our study supports the growing body of evidence that landscapes can affect animal behaviors. In the system we studied, larger patches of primary land cover types were associated with greater allopatry in habitat selection between two potentially competing predators. Heterogeneity within the scale of raptor home ranges was associated with greater sympatry in use and less specialization in land cover types selected. © 2017 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.","Atuo, F.A.; O'Connell, T.J.","","7",2017,"Northern Harrier; Red-tailed hawk; competition; heterogeneity; landscape; niche breadth; predator; resource segregation","","","","","","","","",""
1844608,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Faunal burrows as indicators of paleo-vegetation in eastern Washington, USA","The Palouse loess deposits in the Pacific Northwestern United States contain buried paleosols with distinctive biological fabrics. The Washtucna Soil, formed 40,000-15,000 yr ago during the last full glacial, contains up to 90% by volume distinctive cylindrical pedotubules that are 1-2 cm in diameter formed by burrowing fauna. The overlying post-glacial loess and modern surface soils that support perennial grasslands lack these cylindrical burrows. We investigated the paleoecological significance of the burrows. Observations of several types of burrowing fauna under native vegetation indicated that nymphs of cicadas (Homoptera: Cicadidae) are responsible for cylindrical, back-filled burrows that match those in the Washtucna Soil. We measured the abundance of active cicada burrows in soils in four native vegetation zones (Soil sites), establishing that cicada burrows comprise 19% of the rooting zone volume in sagebrush steppe, but just 1-3% of the rooting zone volume in bunchgrass steppe, meadow steppe and coniferous forest. This suggests strongly that abundant cicada burrows in paleosols are a proxy for the geographic extent of plant communities that contained sagebrush. To assay the activity of cicada nymphs through time, we measured burrowed volume by depth from the soil surface down through the Washtucna Soil (i.e. from the present to ca. 40,000 yr BP) at five stratigraphic research sites (Paleosol sites). Cicada-burrowed volume is generally less than 5% in the rooting zone of the surface soils and throughout Holocene loess, but is up to 94% in the rooting zone of the Washtucna Soil at Paleosol sites that currently support bunchgrass steppe outside the present-day sagebrush steppe zone. Cicada host preferences in vegetation zones today suggest that sagebrush was the dominant shrub as the Washtucna Soil formed. From this reconstruction, combined with information from studies of pollen and plant opal, we infer that periglacial steppe plant communities dominated by sagebrush spread, from 40,000 to 15,000 yr BP, into areas of the Columbia Plateau that support bunchgrass steppe, meadow steppe, and even some coniferous forest today. Trace fossils of soil fauna in paleosols are indicators of fluctuations in biological activity in response to climatic changes of the Quaternary Period in Palouse loess deposits. © 2001 Elsevier Science B.V.","Busacca, A.J.; O'geen, A.T.","","169",2001,"Fauna; Loess; Paleo-vegetation; Paleoclimate; Paleosol; Trace fossil","","","","","","","","",""
1844609,"not_duplicate","included","not_screened","not_started","database","scopus","","Lessons from the Past: Have We Learned from Our Mistakes?","While the past is the necessary background for our future, mistakes from the past may now be hindering progress toward improved range management. We still cling to outdated range condition concepts and models, reporting of range condition has never been standardized, we lack consistent monitoring methodology, we often do not set monitoring objectives prior to monitoring, and we continue to use outdated ""Rule-of-Thumb"" concepts to manage. One such concept is that of range readiness, which delays start of grazing until a certain plant growth target has been met. While useful for continuous grazing systems, this concept may actually be detrimental when applied to a rotation system. Other rule-of-thumb concepts include using utilization as an objective when it properly is a tool, inappropriate use of rest, and continued efforts to attempt to determine apparent trend instead of measuring trend over time. We continue to perpetuate myths that have no basis in fact including: the Intermountain region evolved without heavy grazing pressure, the Western U.S. was ""pristine"" prior to arrival by European man, and bison were migratory animals which minimized their impact on the rangeland. Until we overcome these and other erroneous or outdated ideas from our past, we will continue to have problems making progress toward better management of our rangelands. © 2003 Taylor & Francis Group, LLC.","Laycock, W.A.","","17",2003,"Climax Communities; Grazing Systems; Monitoring Methodology; Range Management; Rangeland Health","","","","","","","","",""
1844610,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Comparison of two interglacial records from the midwestern U.S.A.","The sediment records from 2 kettle lakes were used to compare the magnetic signature of interglacial climate. Pittsburg Basin in southern Illinois recorded Sangamonian climate variations, while Holocene climate variations were studied at Kirchner marsh, Minnesota. Pollen studies from both sites indicate the occurrence of a dry prairie period during both interglacials. Both magnetic records show many similarities in their response to climate change. Glacial sediments are characterized by an abundance of coarse grained magnetic grains, while deciduous forests and oak savanna tend to be characterized by SD and SP grains which occur in very low concentrations. These fine grains are likely to be biogenic. The two prairie periods showed an increase in magnetic concentration, but the grain-size of the magnetic fraction depends on the effects of chemical dissolution and pedogenesis in the catchment and may reflect the evolutionary history of the basin.","Banerjee, S.K.; Geiss, C.E.","","24",1999,"","","","","","","","","",""
1844611,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Seasonal snowpack radiobrightness interpretation using a SVAT-linked emission model","This study investigates the link between seasonal snowpack radiobrightness dynamics and land-atmosphere energy and moisture fluxes using a 7 month observational record and snowpack simulations. Experimental data are presented from the first Radiobrightness Energy Balance Experiment (REBEX 1) which combined continuous micrometeorological observations with ground-based measurement of terrain radiobrightnesses at Special Sensor Microwave/Imager (SSM/I) frequencies. The REBEX 1 site near Sioux Falls, South Dakota, is characteristic of the northern Great Plains grasslands and climate. The experiment period from October 1992 to April 1993 spanned vegetation senescence, snowpack formation and evolution, and spring thaw. Patterns in the data are analyzed using a snowpack evolution and radiobrightness model driven by REBEX 1 energy and moisture flux measurements. The snowpack model differs from most soil-vegetation-atmosphere transfer (SVAT) schemes in the level of detail used in modeling the near-surface medium. Snowpack temperature and structural details are necessary in order to model both the microwave thermal source and snowpack interactions and the continuing metamorphism of the snow. Modeled radiobrightness variation at 19, 37, and 85 GHz agree with observations to within 29, 16, and 13% (root mean square), respectively, over a 53 day test period. Both observed and modeled radiobrightness dynamics show sensitivity to (1) unfrozen soil moisture content at 19 and 37 GHz, (2) snow grain size and sky brightness variation (primarily at 85 GHz), and (3) snowpack partial melt and refreeze cycles (all frequencies). Furthermore, we find that snowpack stratification does not drive brightness variation in these data even at 19 GHz where snowpack penetration is greatest.","England, A.W.; Galantowicz, J.F.","","102",1997,"","","","","","","","","",""
1844612,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Elk Lake in perspective","Elk Lake is located in the forested region of north-central Minnesota at the headwaters of the Mississippi River and occupies one of countless basins left behind as the last great Pleistocene ice sheet retreated northward into Canada. In this respect it resembles many other moderately deep, dimictic, hard-water lakes in the north-central United States, the sediments of which contain a history of postglacial and Holocene climatic and environmental change. Elk Lake is different, however, because the Holocene sediments in the deeper part of the lake form an uninterrupted sequence of annual laminations or varves. The varves are a chronometer for timing precisely the biologic, geochemical, and sedimentological responses in the lake to cyclic and progressive changes in climate. The varves also, through profound changes in their composition, divide the history of Elk Lake into three, sharply defined episodes; a postglacial lake, a prairie lake, and a modern, mesic-forest lake. We use these episodes and the character of the varves as a framework to guide the reader to the chapters and discussions found in this volume.","Anderson, R.Y.; Bradbury, J.P.; Dean, W.E.","","276",1993,"","","","","","","","","",""
1844613,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Studies on the late quaternary vegetation history of northeastern Kansas","Two marshes near Muscotah and Arrington, Atchison County, northeastern Kansas, yielded a pollen sequence covering the last 25,000 yrs of vegetation development. The earliest pollen spectra are comparable with surface pollen spectra from southern Saskatchewan and southeastern Manitoba and might indicate a rather open vegetation but with some pine, spruce, and birch as the most important tree species, with local stands of alder and willow. This type of vegetation changed about 23,000 yrs ago to a spruce forest, which prevailed in the region until at least 15,000 yrs ago. Because of a hiatus, the vegetation changes resulting in the spread of a mixed deciduous forest and prairie, which was present in the region from 11,000 to 9,000 yrs ago, remain unknown. Prairie vegetation, with perhaps a few trees along the valleys, covered the region until about 5,000 yrs ago, when a re-expansion of deciduous trees began in the lowlands. © 1973 Geological Society of America.","Grüger, J.","","84",1973,"","","","","","","","","",""
1844614,"not_duplicate","excluded","not_screened","not_started","database","scopus","","A framework for addressing forest health and productivity in eastern Oregon and Washington","Healthy forests and rangelands are resilient to disturbances within a certain range of variation. In eastern Oregon and Washington, ecosystems have evolved in the presence of sporadic disturbances such as fire, floods, and insect and disease outbreaks. Ecological and human factors have combined to change disturbance regimes, structure, and patterns resulting in declining health and productivity in forest and rangeland ecosystems. We expect that with improved understanding of disturbance processes and careful management of the drivers of disturbance it is possible to enhance ecosystem resiliency. As an aid to managers in determining actions that may be successful in restoring resilience to ecosystems, we describe linkages among components that may enable managers to harness beneficial effects of disturbances while minimizing the adverse effects. A conceptual framework presented here identifies relations among factors that managers can influence, and that are important to ecological processes and outcomes. Integrating social and economic components helps managers to balance what the land will allow, what people want, and what society can afford. Influence diagrams help identify important linkages and the areas where research may help to weigh tradeoffs.","Brown, S.; Daterman, G.E.; Hayes, J.L.; Quigley, T.M.; Starr, L.","","75",2001,"","","","","","","","","",""
1844615,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Habitat barriers limit gene flow and illuminate historical events in a wide-ranging carnivore, the American puma","We examined the effects of habitat discontinuities on gene flow among puma (Puma concolor) populations across the southwestern USA. Using 16 microsatellite loci, we genotyped 540 pumas sampled throughout the states of Utah, Colorado, Arizona, and New Mexico, where a high degree of habitat heterogeneity provides for a wide range of connective habitat configurations between subpopulations. We investigated genetic structuring using complementary individual- and population-based analyses, the latter employing a novel technique to geographically cluster individuals without introducing investigator bias. The analyses revealed genetic structuring at two distinct scales. First, strikingly strong differentiation between northern and southern regions within the study area suggests little migration between them. Second, within each region, gene flow appears to be strongly limited by distance, particularly in the presence of habitat barriers such as open desert and grasslands. Northern pumas showed both reduced genetic diversity and greater divergence from a hypothetical ancestral population based on Bayesian clustering analyses, possibly reflecting a post-Pleistocene range expansion. Bayesian clustering results were sensitive to sampling density, which may complicate inference of numbers of populations when using this method. The results presented here build on those of previous studies, and begin to complete a picture of how different habitat types facilitate or impede gene flow among puma populations. © 2005 Blackwell Publishing Ltd.","Beier, P.; Dewald, L.E.; Huynh, L.Y.; Keim, P.; Mcrae, B.H.","","14",2005,"Gene flow; Landscape connectivity; Microsatellites; Population genetics; Population structure; Puma concolor","","","","","","","","",""
1844616,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Speleothem carbon isotopic records of Holocene environments in the Ozark Highlands, USA","The carbon isotopic compositions of six stalagmites from five caves in the Ozark Highlands of central and southern Missouri and northern Arkansas provide a detailed record of early and late Holocene vegetation dynamics. A rapid decrease in speleothem δ13C values between ~9500 and ~8200 yr BP indicates a period of increased C3 vegetation, suggesting cool and/or moist conditions relative to the earliest Holocene and the prairie-dominated middle Holocene. A second negative δ13C excursion from ~4500 to ~3000 yr BP interrupts a predominantly C4-rich middle Holocene prairie environment that became established at ~7500 yr BP. Speleothem mineralogical indicators of cave aridity do not support previous inferences of increased regional dryness between 3800 and 3100 yr BP. (C) 2000 Elsevier Science Ltd and INQUA. All rights reserved.","Asmerom, Y.; Denniston, R.F.; González, L.A.; Reagan, M.K.; Recelli-Snyder, H.","","67",2000,"","","","","","","","","",""
1844617,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Space Use of Female Greater Prairie-Chickens in Response to Fire and Grazing Interactions","Ecological interactions between fire and grazing have shaped the evolutionary history of grassland ecosystems. Currently, grassland birds have experienced ongoing population declines, following widespread implementation of intensive rangeland management practices that reduce habitat heterogeneity. Patch-burn grazing is an alternative rangeland management strategy that promotes habitat heterogeneity and biodiversity. We conducted a 3-yr. field study in the central Flint Hills of Kansas to compare the spatial ecology of female Greater Prairie-Chickens (Tympanuchus cupido) in rangelands managed with intensive rangeland management versus patch-burn grazing. This is the first study on the effects of patch-burn grazing on the space use decisions of Greater Prairie-Chickens at the home range scale. We used seasonal estimates of home range for 6-mo breeding and nonbreeding periods, as well as resource utilization functions to investigate the response of female prairie chickens to landscape metrics describing fire, grazing, and proximity to anthropogenic structures or lek sites. In our analysis of all radio-marked females, distance to lek was consistently the strongest predictor of space use during both breeding and nonbreeding seasons. Females captured at properties managed with patch-burn grazing selected areas with low stocking rates and high fire frequencies, and they avoided recently burned areas. Our study provides new evidence that patch-burn grazing can improve grassland habitat for Greater Prairie-Chickens, an umbrella species in the tallgrass prairie ecosystem. Patch-burn grazing created preferred habitats for female Greater Prairie-Chickens, with a relatively frequent fire return interval, a mosaic of burned and unburned patches, and a reduced stocking rate in unburned areas avoided by grazers. Widespread implementation of patch-burn grazing could result in significant improvements in habitat quality for wildlife in the tallgrass prairie ecosystem. © 2017 The Society for Range Management. Published by Elsevier Inc.","McNew, L.B.; Pitman, J.C.; Sandercock, B.K.; Winder, V.L.","","70",2017,"Home range; Intensive early stocking; Patch-burn grazing; Prescribed fire; Resource utilization function; Tympanuchus cupido","","","","","","","","",""
1844618,"not_duplicate","included","not_screened","not_started","database","scopus","","Holocene paleoenvironments in southeastern Minnesota - Chasing the prairie-forest ecotone","This paper uses a multi-proxy approach involving pollen, plant macrofossils, speleothem isotopes, and alluvial history of streams to reconstruct the history of prairie expansion and contraction along the prairie-forest border of southeastern Minnesota, USA. Early Holocene forests were replaced by prairie along this border, but eastward expansion of prairie stalled for 2000 yr when the prairie-forest ecotone stabilized. Prairie invaded the area from the west 8000-9000 yr B.P., but mesic forest remained less than 100 km to the east until about 6000 yr B.P. Changes in δ13C values in speleothem calcite, that reflect the rise of C4 grasses, correlate well with the presence of C4 grass species identified in the plant macrofossil record. Periods of large floods correlate with speleothem evidence of dry summers, increased cool-season precipitation (both resulting in less plant cover to absorb moisture), and change to prairie vegetation. © 2002 Elsevier Science B.V. All rights reserved.","Baker, R.G.; Bettis, E.A., III; Denniston, R.F.; Gonzalez, L.A.; Krieg, J.R.; Strickland, L.E.","","177",2002,"Alluvial history; Grasslands; Paleoenvironment; Plant macrofossils; Pollen; Speleothems","","","","","","","","",""
1844619,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Modeling fire in semi-desert grassland/oak woodland: The spatial implications","Fire-evolved forests that historically had high fire return intervals (&lt; 100 years) in the western United States are currently overstocked with fuels due to a century or more of fire suppression and anthropogenic modification. Additionally, some western rangelands have changed composition from fire maintained grasslands to grazed shrublands. Land managers are beginning to reintroduce fire to these ecosystems as a functional component. Estimating fire behavior through the use of computer simulations is one tool to assist in planning management-ignited fire. We evaluated the sensitivity of the fire model FARSITE to the level of detail in the fuels data, both spatially and quantitatively, to better understand requirements for mapping fuels to produce accurate fire simulations. Simulated fires generated using site specific fuel models mapped at 30 m and degraded to 210 m were compared to fires simulated using standard generic Northern Forest Fire Laboratory (NFFL) fuel types. Eight classes of surface fuels were mapped by classification of satellite imagery with an overall accuracy of 0.78. A percent tree canopy cover map was created from digital orthophotos using a linear regression model with an Radj2 = 0.93 of field sampled percent canopy cover data to a tree canopy shadow model. The dominant site specific fuel model (63% cover) was found to agree with the most suitable NFFL fuel model. Site specific fuel models mapped at fine resolution were found to produce statistically smaller fire areas than those produced with generic fuel models mapped at a fine scale and site specific fuels mapped at a coarse scale. In the worst case scenario (low fuel moistures and high wind speeds) the average fire size was about 20% larger with the fuel map using NFFL fuel models than with the fine scale map using site specific fuel models. © 2002 Elsevier Science B.V. All rights reserved.","Miller, J.D.; Yool, S.R.","","153",2002,"FARSITE; Fire modeling; Fuel models; Fuels mapping; Scale; Semi-desert grassland; Sensitivity analysis; Spatial resolution","","","","","","","","",""
1844620,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Effect of land cover on atmospheric processes and air quality over the continental United States-a NASA Unified WRF (NU-WRF) model study","The land surface plays a crucial role in regulating water and energy fluxes at the land-atmosphere (L-A) interface and controls many processes and feedbacks in the climate system. Land cover and vegetation type remains one key determinant of soil moisture content that impacts air temperature, planetary boundary layer (PBL) evolution, and precipitation through soil-moisture- evapotranspiration coupling. In turn, it will affect atmospheric chemistry and air quality. This paper presents the results of a modeling study of the effect of land cover on some key L-A processes with a focus on air quality. The newly developed NASA Unified Weather Research and Forecast (NU-WRF) modeling system couples NASA's Land Information System (LIS) with the community WRF model and allows users to explore the L-A processes and feedbacks. Three commonly used satellite-derived land cover datasets-i.e., from the US Geological Survey (USGS) and University of Maryland (UMD), which are based on the Advanced Very High Resolution Radiometer (AVHRR), and from the Moderate Resolution Imaging Spectroradiometer (MODIS)-bear large differences in agriculture, forest, grassland, and urban spatial distributions in the continental United States, and thus provide an excellent case to investigate how land cover change would impact atmospheric processes and air quality. The weeklong simulations demonstrate the noticeable differences in soil moisture/temperature, latent/sensible heat flux, PBL height, wind, NO2/ozone, and PM2.5 air quality. These discrepancies can be traced to associate with the land cover properties, e.g., stomatal resistance, albedo and emissivity, and roughness characteristics. It also implies that the rapid urban growth may have complex air quality implications with reductions in peak ozone but more frequent high ozone events. © 2013 Author(s).","Chin, M.; Kemp, E.M.; Peters-Lidard, C.D.; Santanello, J.A.; Tan, Q.; Tao, Z.; Zhou, S.","","13",2013,"","","","","","","","","",""
1844621,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Holocene climatic and limnologic history of the north-central United States as recorded in the varved sediments of Elk Lake, Minnesota: A synthesis","Integration of the results and interpretations of geochemical, paleoecological, and sedimentological analyses of a varved sediment record provides a detailed chronicle of limnological and climatic changes for the past 10 ka at Elk Lake, west-central Minnesota. The early Holocene record at Elk Lake was controlled by circumstances of glacial history (e.g., basin morphometry and surrounding till lithology) in combination with global warming at the end of the Pleistocene. Later, the interplay of climate change and a disintegrating ice sheet determined the character of local environments that were affected by reduction of precipitation and increased windiness during the middle Holocene. Elk Lake became more productive and clastic sediment increased to dominate the record as the forests thinned and prairie vegetation characterized the region. During this prairie period, winters may have been cold because disintegrating northern ice sheets ceased to block winter outbreaks of Arctic air. Correlations of wind-deposited materials throughout much of the eastern two-thirds of the United States suggest that drought conditions and strong winds were widespread between 8 and 4 ka. The mid- Holocene was climatically variable, however, with strong fluctuations in varve thickness at decadal, centennial, and millennial scales testifying to rapid climatic changes. Although the cause of such climatic cycles is not yet clear, correlations between 14C anomalies and varve thickness suggest that variations in solar flux and resulting magnetic storms and zonal winds may have induced strong climatic changes. A particularly strong 600 yr fluctuation to cool and wet climates that may document neoglacial conditions around 5 ka interrupted the prairie period. After 4 ka, the climate at Elk Lake was dominated by a tropical airstream during the summer, and dry arctic and Pacific airstreams during the winter. Large-scale variations ceased, although decadal and multidecadal variations in varve thickness chronicle changes similar, but not clearly correlative, to historically documented climatic episodes such as the Medieval Warm Period and the Little Ice Age.","Anderson, R.Y.; Bradbury, J.P.; Dean, W.E.","","276",1993,"","","","","","","","","",""
1844622,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Grassland soil depressions: Relict bison wallows or inherent landscape heterogeneity?","Wallows are circular soil depressions created by repeated bison (Bison bison L.) dust-bathing. Despite more than a century of bison absence from rite Great Plains and lack of evidence on wallow persistence, many studies have classified grassland soil depressions as 'relict' wallows. We studied bison wallowing on a tallgrass prairie site in Oklahoma where bison were reestablished in late 1993. Bison use of existing soil depressions fitting descriptions for relict wallows located before reintroduction and bison formation of new active wallows were documented from 1993-1995. Bison avoided existing depressions, instead forming active wallows in different locations, Bulk density and soluble salt, sodium and clay content of soils in existing depressions were significantly higher than soils in active wallows or nearby reference sites. These depressions occurred primarily on shale-derived soils rich in silt and clay, whereas active wallows were formed mostly on sandy loam soils overlying sandstone. The spatial distribution and soil conditions of these depressions suggested pedogenic, rather than animal disturbance, origins. Soil sampling beneath the depressions revealed a dense clay lens located above a natric (high exchangeable sodium content) horizon, both of which were absent from soils in nearby reference sites. Natric soil horizons, known as claypans, are formed by pedologic processes common to soils derived from marine shales. Thus, these soil depressions, and possibly other 'relict' bison wallows, are not persistent soil disturbances resulting from bison wallowing, but small patches of landscape and soil heterogeneity resulting from variation in underlying geological materials.","Carter, B.J.; Coppedge, B.R.; Engle, D.M.; Fuhlendorf, S.D.; Shaw, J.H.","","142",1999,"","","","","","","","","",""
1844623,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Intraspecific Chromosome Number Variation and Prairie Restoration-A Case Study in Northeast Iowa, U.S.A","Genome duplication has played an important role in plant evolution. Variation in genome size within species is common, particularly in grasses, but rarely considered when planning restorations. We surveyed ploidy variation within one habitat (tall grass prairie) in one region (northeast Iowa, U.S.A.) to assess the risk of ploidy mismatch in restoration plantings. Genome sizes were estimated using flow cytometry for samples from 19 remnant prairies, 5 restoration plantings, and 2 seed sources. Intraspecific ploidy variation in remnant prairie populations was found for two species of grasses, Andropogon gerardii (big bluestem) and Panicum virgatum (switchgrass). Restoration seeds differed from remnants in ploidy for three species of grass, P. virgatum, Sorghastrum nutans (Indian grass), and Spartina pectinata (prairie cordgrass), and for one species of forb, Amorpha canescens (lead plant). In the case of S. pectinata, local ecotype seeds were found to consist of two different ploidy levels. Restorations in grasslands in the United States and elsewhere are likely to create mixed ploidy populations, probably resulting in lower reproductive success for the remnant population. Prevention of mixed ploidy populations will require the screening of restoration seed sources and regional surveys for ploidy variation. © 2011 Society for Ecological Restoration International.","Baack, E.J.; Delaney, J.T.","","20",2012,"Asteraceae; C-value; Genome size; Grassland; Local ecotype; Poaceae; Polyploidy","","","","","","","","",""
1844624,"not_duplicate","included","not_screened","not_started","database","scopus","","Holocene history of prairie in midwestern United States: pollen versus plant macrofossils","The lack of abundant pollen of unequivocal prairie taxa may lead to difficulties in recognizing prairie from the fossil record. Ambrosia, Artemisia, Poaceae, Chenopodiaceae-Amaranthaceae, other Asteraceae and Cyperaceae are taxa that define prairie in the pollen record. A transect of four sites from western Iowa to eastern Illinois shows that where only one or two of these taxa reach high pollen percentages, or where all show modest increases, interpretation is difficult. Plant macrofossils from sediment exposed in stream cutbanks provide a way of refining prairie reconstructions. These sediments are deposited in point bars or behind beaver dams and have yielded a rich Holocene record of prairie species. Preliminary studies of modern analogs along prairie streams in western Iowa indicate that the richest desposits accumulate after prairie fires, and that representation of both upland and lowland vegetation is good. -from Authors","Baker, R.G.; Drake, P.","","1",1994,"","","","","","","","","",""
